;PT_ID;1926;X_COORD;Y_COORD;1927;1928;1929;1930;1931;1932;1933;1934;1935;1936;1937;1938;1939;1940;1941;1942;1943;1944;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
57;45972409;0.0;-73.15920270797423;45.907025531990136;;;;;;0.0;;;;;0.467;;;0.0;;0.0;;0.0;;0.0;0.376;;;;;;;;;;;;0.0;;;;0.0;;;;;;;0.0;;;;;0.0;;0.0;;;;0.0;0.0;1.0;0.0;;;;;;;;;;;;;0.721;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
58;45972410;0.0;-73.15907384534697;45.90702345543808;;;;;;0.0;;;;0.463;;;;0.0;;0.0;;0.0;;0.0;0.509;;;;;;;;;;;;0.0;;;;0.0;;;;;;;0.0;;;;;0.0;;0.0;;;;;0.0;1.0;0.0;;;;;;;;;;;;;0.853;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
59;45972411;0.0;-73.15894498273386;45.90702137874078;;0.421;;;;0.0;;;;0.823;;;;;;0.0;;;;0.0;0.868;;;;;;0.0;;;;;;;;;;;;;;;;;0.0;;0.468;0.346;;0.0;;0.0;;0.549;;;0.0;;0.0;;;;;;;;;;;;;1.0;;;;0.0;;;;0.0;;0.0;;0.0;;;;;;;0.0
60;45973315;0.0;-73.17131290295521;45.90731003838531;;;;;;0.0;;;;0.583;;;;0.0;;0.0;;;;0.0;0.608;;;;;;;;;;;;0.0;;;;0.0;;;;;;;0.0;;;;;0.0;;0.0;;;;;0.0;1.0;0.0;;;;;;;;;;;;;0.946;;;;0.0;;;;0.0;;0.0;;0.0;;;;;;;0.0
61;45973397;0.0;-73.16074608859878;45.90714039775791;;;;;;0.0;;;;;;;;;;0.0;0.0;;;;1.0;;;;;;0.0;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;0.0;;;;0.0;;;;0.0;;;;;;;
62;45973406;0.0;-73.1595863220646;45.90712171918835;;0.594;;;;0.0;;;;0.995;;;;;;0.0;0.484;;;;1.0;;;;;;0.0;;;;;;;;;;;;;;;;;;;0.642;;;;;;;0.724;;;0.0;;;;;;;;;;;;;;;1.0;;;;0.0;;;;0.0;;0.0;;0.0;;;;;;;
63;45973407;0.0;-73.15945745918701;45.90711964306552;;;;;;0.0;;;;;0.46;;;0.0;;0.0;;0.0;;0.0;0.378;;;;;;;;;;;;0.0;;;;0.0;;;;;;;0.0;;;;;0.0;;0.0;;;;0.0;0.0;1.0;0.0;;;;;;;;;;;;;0.722;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
64;45973408;0.0;-73.15932859632356;45.90711756679747;;;;0.0;;0.0;;;;;0.953;;;0.0;;;;0.0;;0.0;;;;0.0;;;;;;;;;0.0;;;;0.0;;;;;0.0;;;;;;;0.0;;0.0;;;;0.0;0.0;1.0;0.0;;;;;;;;;;;;;0.624;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
65;45973409;0.0;-73.15919973347422;45.90711549038418;;;;0.0;;0.0;;;;;1.0;;;0.0;;;;0.0;;0.0;;;;0.0;;;;;;;;;0.0;;;;0.0;;;;;0.0;;;;;;;0.0;;0.0;;;;0.0;0.0;1.0;0.0;;;;;;0.0;;;;;;;0.612;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
66;45973410;0.0;-73.15907087063903;45.907113413825634;;;;;;0.0;;;;;0.533;;;0.0;;0.0;;0.0;;0.0;0.363;;;;;;;;;;;;0.0;;;;0.0;;;;;;;0.0;;;;;0.0;;0.0;;;;0.0;0.0;1.0;0.0;;;;;;;;;;;;;0.708;;;;0.0;;;;0.0;;;;0.0;;;;;;;0.0
